Washington DC Mall,,,,,,
Variant,RMSE,PSNR,SSIM,UIQI,ERGAS,SAM
Gaussian PSF,,,,,,
"4x, 4 bands",0.01226906308279562,38.12855858397474,0.9912660951153495,0.9852436411231962,4.493725270270561,1.820799726348227
"8x, 4 bands",0.012527144150149352,37.95406135799247,0.9912023507001354,0.9836613236846877,4.433951106595154,1.8905346771135878
"16x, 4 bands",0.013696259899331082,37.18949150908417,0.9895336436162253,0.9771182263084528,5.436570239279971,2.13259252587402
"32x, 4 bands",0.019136851306698427,34.31726759010343,0.9808471205405855,0.9558834428869131,8.502753473982578,2.9910711052466947
"8x, 1 band",0.09925281911321754,20.057043070438937,0.7979862352262479,0.885839898383038,11.22911647262599,12.586112526987556
"8x, 3 bands",0.015103776300617986,36.35339062886454,0.9891378754112818,0.9853714378489061,4.3700368219273855,2.1097907931035786
"8x, 8 bands",0.00824240108846664,41.49933484250002,0.994689576921849,0.9836139759057616,5.214624122868249,1.2796704121128564
"8x, 16 bands",0.009171659547282641,40.59254651558571,0.9951014862439954,0.9858563482306221,3.587529425320418,1.3644588863655136
Kolmogorov PSF,,,,,,
"4x, 4 bands",0.011784754765157703,38.47391199261764,0.9918931172111763,0.987004431232421,3.737157115423472,1.7649288856592285
"8x, 4 bands",0.012246099858767854,38.14635556081121,0.9916678132274105,0.9843365871792876,5.300573232992653,1.8633016456756892
"16x, 4 bands",0.013488896278208413,37.322055087968195,0.9900083287911972,0.9789451749896502,5.573653654498906,2.1127555220901875
"32x, 4 bands",0.020626884116605064,33.66819066058019,0.9763455233663981,0.9457154251669591,13.053044361986114,3.1703782985549274
"8x, 1 band",0.09892936648377425,20.085423909597303,0.7996498538724875,0.8883659684904985,10.814393649015098,12.491128501294774
"8x, 3 bands",0.014796692621882912,36.52854605709721,0.989091571146423,0.9856110346549398,3.797511867544191,2.097728252142513
"8x, 8 bands",0.007915721472446471,41.841651572576986,0.9948584392076405,0.9833794514902086,4.1259412655443715,1.238239445102911
"8x, 16 bands",0.008950302705371045,40.80181326741734,0.9951660161044912,0.9869099479760949,3.889077985450542,1.3388554953748977
Airy PSF,,,,,,
"4x, 4 bands",0.010745035215920531,39.26306724521028,0.99370057262728,0.9896990451064609,2.974612071874192,1.5842961020434845
"8x, 4 bands",0.011837081398551347,38.43442995442749,0.992651483646133,0.9863665758385448,4.53793983533409,1.7377638359479126
"16x, 4 bands",0.013021339052956436,37.62502066630876,0.990892078757622,0.9808506032988303,4.33616029135522,2.0272983296291036
"32x, 4 bands",0.0206403248361718,33.661902523834215,0.9791903917032223,0.9549095932737054,9.50154994537655,3.190423836551857
"8x, 1 band",0.09843640182489512,20.12888048729698,0.7995998399679176,0.8915885933857559,10.619389046023898,12.347803811751227
"8x, 3 bands",0.013784686949292827,37.13617705595055,0.9911440507774832,0.9880330102974355,3.666976190577592,1.8982312330911344
"8x, 8 bands",0.007673499034878814,42.10447018497718,0.9951853602372408,0.9866402217485815,3.8575662701374394,1.196985529402857
"8x, 16 bands",0.008490194765526503,41.24523013189673,0.9955432673781576,0.9876149204178319,3.296401882370486,1.2792473672711386
Moffat PSF,,,,,,
"4x, 4 bands",0.01130112046938342,38.83242622801872,0.9926520510601587,0.9879960090811883,3.3083983708542637,1.6805513966955354
"8x, 4 bands",0.011932449754323154,38.366685349055125,0.9922324808138154,0.9857920469068907,4.578444769343989,1.7847562844895408
